gene_id,chi,beta_org,beta_adp,fk_mean,fk_var,phi,omega_zeta,beta_zeta,alpha_zeta
ENSG00000000419,0.17502834467120182,0.014889693294019719,1.2697191831087428e-4,58.331853636912825,430.9621312487816,0.999,0.2539438366217487,0.2539438366217486,253.94383662174846
ENSG00000000457,0.02995497122492716,0.005844872434132129,2.9482466917824317e-5,75.36543956837532,1630.154756407028,0.5698045313139557,0.043460848201712324,0.05896493383564863,0.10102581585634961
ENSG00000000460,0.07726862741630264,0.005753434654974136,5.605346874945566e-5,61.99453480186271,230.52504859742794,0.999,0.1121069374989113,0.11210693749891132,112.10693749891121
ENSG00000000971,0.03283333333333333,0.004907822620827105,2.5799566311402833e-5,37.06871686207149,58.96523819316462,0.8479211580289946,0.0476369850346832,0.05159913262280567,0.3132387412824029
ENSG00000001036,0.07739916550764951,0.0068983213464928255,5.6148165822104595e-5,43.44238679217116,295.93764233882985,0.999,0.11229633164420919,0.11229633164420919,112.29633164420909
ENSG00000001084,0.020117740793201132,0.007210659782509366,3.700326350410731e-5,47.002302652629886,370.70481461425743,0.23500390357104925,0.029188279708548977,0.07400652700821463,0.03815480869092232
ENSG00000001167,0.09461852019598962,0.006425705955585034,6.863971112558727e-5,61.141953021406636,1328.5680661624237,0.999,0.13727942225117445,0.13727942225117454,137.27942225117434
ENSG00000001460,0.02495938561512332,0.016979173887838993,8.745510913810957e-5,45.81749096799162,1492.9487008277656,0.10840521235632385,0.03621288971642184,0.17491021827621914,0.04061586072314976
ENSG00000001461,0.0801068090787717,0.03310198722263293,1.7693077069966303e-4,45.59416454025997,339.88667827348627,0.18685095883726624,0.1162247776221829,0.3538615413993261,0.14293170346237066
ENSG00000001497,0.08382382788715242,0.04735809485149854,2.497271704531551e-4,66.44262407790289,1288.0740317418322,0.13067428483932697,0.1216176985160449,0.4994543409063102,0.13989888530280842
ENSG00000001617,0.011570038355469617,0.0134535329714763,6.776209658387767e-5,91.3036529908817,1291.6849289508518,0.06140861591421152,0.01678665210122488,0.13552419316775535,0.017884941611280077
ENSG00000001629,0.055155555555555555,0.023520492774224116,1.2066060728011992e-4,63.45054370086719,1038.1853053451082,0.18906307293557478,0.08002368653542045,0.24132121456023983,0.09868053095708014
ENSG00000002016,0.059586588082682385,0.04381366770785469,2.2952989478653256e-4,115.06085744166333,2552.263165165219,0.09738173385028759,0.0864525503988601,0.45905978957306515,0.09577974836210625
ENSG00000002330,0.06497931370163057,0.09555781426710377,5.550395914089794e-4,45.4129562334261,816.7365825863567,0.04106057568704287,0.09427670845792571,1.1100791828179588,0.0983135181093126
ENSG00000002549,0.07142346464574248,0.013033478949953006,6.839314680364141e-5,51.17060945530238,663.3336084488124,0.5959261865131626,0.10362635075495816,0.1367862936072828,0.25645401235171544
ENSG00000002834,0.20736812159635862,0.04311187559175855,2.2827987372559598e-4,50.70540987216941,1148.405600631489,0.478048070177943,0.30086473416719095,0.456559747451192,0.5764223043868452
ENSG00000002919,0.03346638010439054,0.017118352994573167,8.717658125012569e-5,75.87324972933827,604.8383978240963,0.15306057558252176,0.04855545527506209,0.17435316250025137,0.057330493628228896
ENSG00000003056,0.09503462501841756,0.01576030265645399,8.590046377137599e-5,50.71893832206345,363.77982283640995,0.6565692203294434,0.1378831373536778,0.17180092754275197,0.4014874190541255
ENSG00000003096,0.004255555555555556,0.028370370370370372,1.4102042590415125e-4,73.39870946559725,2013.9211612098934,0.01017939135280022,0.0061742691263227305,0.2820408518083025,0.0062377657854196245
ENSG00000003147,0.011733333333333333,0.0024393624393624397,1.2315722572738491e-5,56.98651281472137,1239.4440050670937,0.5144525383004911,0.017023572316962932,0.024631445145476983,0.03506057318758742
ENSG00000003249,0.020683596869509664,0.17236330724591387,0.001009030418205895,81.857423623424,2943.4934905743667,0.006871382878684247,0.03000926480821073,2.01806083641179,0.030216896674668012
ENSG00000003393,0.042446494134503444,0.017539873609298946,8.99863322773038e-5,75.6423786817138,2009.2375788240079,0.1965386322545562,0.061584457031272355,0.17997266455460761,0.07664893360595754
ENSG00000003400,0.09810820690915738,0.05136555335557978,2.8211557771518314e-4,63.259253384051384,257.11065725460776,0.13619366372638647,0.14234251322775027,0.5642311554303663,0.16478521544748523
ENSG00000003402,0.17702014920170117,0.15393056452321843,9.150349332647491e-4,95.09426430728685,2012.7842490298153,0.07033605982380078,0.25683369132057343,1.8300698665294983,0.2762650891588801
ENSG00000003436,0.1006407625302139,0.05817385117353405,3.0847807139067603e-4,73.11270228229682,2548.942979585003,0.12642340516581346,0.14601692888926615,0.616956142781352,0.16714839860949068
ENSG00000003509,0.05260695534646775,0.019851681262818017,1.0144377152306303e-4,66.57367831498533,1124.3144763872806,0.22131090278651067,0.07632599222009945,0.20288754304612605,0.09801857056074015
ENSG00000004142,0.10284070478245236,0.021052344888936002,1.0887252526643453e-4,53.25820320551876,1221.8391609203277,0.5076497504882793,0.14920876491404944,0.21774505053286905,0.3030541064253029
ENSG00000004399,0.035816326530612244,0.07871720116618075,4.373794977128754e-4,43.68486588526454,275.5536144869134,0.028263602055884494,0.05196492825186099,0.8747589954257509,0.05347636289203761
ENSG00000004455,0.10426735072775975,0.10749211415232965,6.028971560850002e-4,55.80048163874493,283.77455164790445,0.062264447067185716,0.15127864648399053,1.2057943121700003,0.16132335604729828
ENSG00000004478,1.7078850778382484,0.13458511251680444,0.0012411014550736121,87.29230689542604,3627.4308969551676,0.996250231834356,2.477923732810337,2.4822029101472243,660.8205156557401
ENSG00000004487,0.08821860970194007,0.008938055694218853,6.41130846128675e-5,75.47858795600138,1662.1013836617503,0.9960335532404215,0.12799396721274753,0.128226169225735,32.2691756554297
ENSG00000004660,0.036440593895704504,0.04794814986276908,2.5389618292161805e-4,121.60829774186958,2799.721694636919,0.05096108494937336,0.05287066069232417,0.5077923658432361,0.05570968677243733
ENSG00000004700,0.03186696700675765,0.007226069616044819,3.74632171332307e-5,52.139756554719725,617.1574082823913,0.4331999185186631,0.04623491057060886,0.0749264342664614,0.08157181355686033
ENSG00000004766,0.037088888888888887,0.05454248366013071,3.3423949621234233e-4,29.600931735078074,443.62716857281475,0.03880965410882492,0.053811254161005934,0.6684789924246847,0.05598397278024512
ENSG00000004777,0.023257977486277795,0.03975722647226974,2.0756216395279682e-4,57.8976965561007,1137.7316139308682,0.03920979418760998,0.03374436321169993,0.4151243279055936,0.03512146877389075
ENSG00000004779,0.19073654612200266,0.03685730359845462,2.2372837031410617e-4,49.638875170768316,76.15043890424704,0.43464274317057033,0.2767344363405382,0.44745674062821233,0.4894859542309368
ENSG00000004864,0.04073333333333334,0.03437412095639944,1.776810787411718e-4,97.68093091981244,1492.1746114659363,0.0847477617766365,0.05909887889582018,0.35536215748234357,0.06457113834601445
ENSG00000004866,0.07546666666666667,0.11978835978835979,6.812983987685841e-4,75.60649658560439,2382.325868440831,0.03873757246365511,0.10949252194773886,1.3625967975371682,0.11390492212242323
ENSG00000004897,0.15082836123501128,0.021986641579447706,1.1468911706824206e-4,74.7078756788649,1993.9700048716313,0.9054791363652449,0.2188327427499906,0.22937823413648412,2.3151792560380957
ENSG00000004939,0.02058209647495362,0.1715174706246135,0.0011062717540960615,34.143891050343214,254.48226299039698,0.0062217309935296,0.02986200066273416,2.2125435081921228,0.030048957191012728
ENSG00000004961,0.1016528032840013,0.013158938936440297,7.434115268590359e-5,53.7324662117994,574.5989115173411,0.9826254048077306,0.14748527113015936,0.14868230537180718,8.488558697228315
ENSG00000004975,0.2249272699433471,0.07051011596970129,3.850058261330407e-4,71.63182558814329,2109.9159803415187,0.2578626153485593,0.3263408220969556,0.7700116522660815,0.4397310105193365
ENSG00000005007,0.2775014801657786,0.024288969817573617,2.0130965265623818e-4,30.30301675971477,422.1046918246541,0.999,0.40261930531247614,0.40261930531247636,402.6193053124758
ENSG00000005020,0.017466666666666665,0.00499047619047619,2.5179241567948252e-5,40.69662434836308,724.2607986912171,0.32428274869855406,0.02534190879002436,0.050358483135896505,0.037503717333271125
ENSG00000005059,0.006333333333333333,0.004236343366778149,2.1288354870469812e-5,68.56467756571095,1263.072886636859,0.11367211978098582,0.009188860057451582,0.042576709740939626,0.010367337260316111
ENSG00000005156,0.04880970205120527,0.04319442659398697,2.2671354909996994e-4,69.31915982605722,1330.5387735489812,0.0790440407884098,0.07081666130438412,0.45342709819993987,0.07689473160585081
ENSG00000005175,0.06769908361156496,0.01196096883596554,6.205150852397818e-5,18.99066756086662,263.89974476210074,0.641134577293595,0.09822274820911331,0.12410301704795636,0.2737035724098482
ENSG00000005187,0.04750563244287093,0.023287074726897516,1.2613868288326893e-4,65.67518324908401,673.5776216598588,0.14961684558520286,0.06892462238814834,0.25227736576653786,0.08105125557852773
ENSG00000005189,0.06648090153626118,0.026277036180340392,1.3509245559417102e-4,84.37187876517373,2305.148179011004,0.20717701875507843,0.09645532116472452,0.27018491118834204,0.12166060198364409
ENSG00000005194,0.059261483038126686,0.03425519250758768,1.863521167482581e-4,20.779450605859978,397.6624558094291,0.12273236226254333,0.08598086438437685,0.3727042334965162,0.09800984407236128
ENSG00000005238,0.09469850263051396,0.0830688619565912,4.558322636177794e-4,66.6972536286524,2939.221376426387,0.07599340927012682,0.13739546657715843,0.9116645272355588,0.14869533178181088
ENSG00000005249,0.3131111111111111,0.023262341092950306,2.2714217229735594e-4,66.56042858951825,990.2184195413802,0.999,0.45428434459471156,0.4542843445947119,454.2843445947112
ENSG00000005302,0.061625605678018155,0.025893111629419395,1.3358930602522782e-4,64.04512638927409,2065.436998379878,0.19120155147959764,0.08941090524173724,0.2671786120504556,0.11054781992386797
ENSG00000005339,0.08817777777777777,0.05264344941956882,2.824018506801502e-4,41.722563023342666,293.4615607151477,0.12016700624451208,0.12793472529111535,0.5648037013603003,0.14540796514692805
ENSG00000005379,0.42018807284847043,0.10557489267549508,6.069651448648788e-4,103.89912766382437,4937.546876195833,0.32337704243734205,0.6096393788233999,1.2139302897297575,0.9010030948690431
ENSG00000005436,0.045907334538622425,0.003262781417101807,3.330284784363276e-5,58.67913227115683,463.70604063100836,0.999,0.06660569568726554,0.06660569568726551,66.60569568726548
ENSG00000005469,0.017220983225055754,0.005266355726316744,2.839916676515341e-5,21.78413502188502,202.86122172775805,0.27072296137183016,0.024985453406330297,0.05679833353030682,0.03426057874155752
ENSG00000005483,0.21633333333333332,0.0532840722495895,3.1334863878245913e-4,58.603581116463445,373.5914912808057,0.3221731563738269,0.31387211459400405,0.6266972775649182,0.4630564834447704
ENSG00000005486,0.32697768762677487,0.011853459765335321,2.3720149054038574e-4,52.56172919237176,885.3912684240399,0.999,0.4744029810807714,0.4744029810807715,474.402981080771
ENSG00000005700,0.04360824331326982,0.011181600849556364,5.7751250253069e-5,59.76958149916533,853.9961552691648,0.36483593529668085,0.06327000713004238,0.115502500506138,0.09961206977223337
ENSG00000005801,0.17904817955645916,0.05551881536634393,3.04754217295638e-4,69.09006574116533,1334.6708996595862,0.2597654312428739,0.2597761050767,0.609508434591276,0.3509375487730479
ENSG00000005810,0.029166666666666667,0.014656616415410386,7.599391881096834e-5,45.00622142848395,561.3005526726797,0.1530182119877704,0.04231711868563229,0.15198783762193668,0.049962253361959266
ENSG00000005812,0.04621285353456609,0.024069194549253173,1.257584071836461e-4,43.8837555774885,311.01221020543744,0.14532480692076286,0.06704896483967913,0.25151681436729223,0.07844964424217588
ENSG00000005889,0.09954864202158396,0.06144977902566911,3.8200068953893215e-4,41.4553779027943,230.5467343811465,0.09780215098166228,0.14443240112300196,0.7640013790778643,0.16008949841784234
ENSG00000005893,0.03998032948119007,0.013906201558674806,7.264813544233034e-5,62.391216867720544,390.68654208608814,0.23869171161122857,0.05800636620844127,0.14529627088466068,0.07619300497989535
ENSG00000005961,0.0517264634475317,0.13095307201906758,7.460462664525175e-4,62.25521037233732,1092.4766956979365,0.02379589402644542,0.07504851061361895,1.492092532905035,0.07687788870624973
ENSG00000006007,0.06790261335715882,0.01147003604006061,5.83016177724376e-5,76.30788535397441,1460.8339998679876,0.718414377366504,0.09851804394855394,0.1166032355448752,0.3498688712412789
ENSG00000006016,0.0845895294357303,0.3383581177429212,0.002022407377357381,14.892169975656664,76.67424394304052,0.014181004939357433,0.12272863394378006,4.0448147547147615,0.12449408518064761
ENSG00000006025,0.039882451721242655,0.016081633758565587,8.312558626170597e-5,58.789405268263316,621.3936240154985,0.20072774518828354,0.057864358044405435,0.16625117252341196,0.07239630513389517
ENSG00000006042,0.09343977785491149,0.06746554357755342,3.5913357890433135e-4,37.41639435310908,310.5930893032221,0.09762599024523311,0.13556921723812818,0.7182671578086627,0.15023617233276815
ENSG00000006194,0.1342373321222345,0.023124432751461584,1.2766212138311668e-4,53.669329566413374,489.99000278450967,0.6027164790630712,0.19476127253003098,0.25532424276623333,0.4902324467692949
ENSG00000006283,0.001633936074196259,0.007780647972363139,3.909970299368648e-5,56.696576863643145,507.963596454832,0.014168163231355764,0.002370633146622829,0.07819940598737296,0.0024047033765852814
ENSG00000006451,0.038620437511425264,0.017838539266247233,9.088904597847362e-5,105.4449316457619,3442.5378628972376,0.17292483536725164,0.056033336155269536,0.18177809195694725,0.06774878336499246
ENSG00000006453,0.03411111111111111,0.011165666484815422,5.641040426192244e-5,89.41094500033007,1561.6848471438734,0.2697241050800077,0.04949087785329186,0.11282080852384488,0.06777011017009399
ENSG00000006459,0.04263194274119824,0.02395052962988665,1.234431314016689e-4,65.6225288933804,2305.143138477867,0.1350927354019954,0.061853519340972545,0.24688626280333778,0.07151462575553819
ENSG00000006468,0.019733333333333332,0.08969696969696969,4.813661719917502e-4,69.24002582263904,1125.3820625992912,0.01389393931673852,0.02863055344216493,0.9627323439835004,0.02903394937287694
ENSG00000006530,0.05697777777777778,0.005740834033025469,4.140873594350334e-5,66.28516215499488,327.5904988762368,0.9960335352575427,0.08266749890282757,0.08281747188700668,20.84160688936644
ENSG00000006576,0.06654444444444445,0.017019039499857915,8.762049318982288e-5,52.28508363556913,2144.8677694307835,0.36780991368874216,0.09654751383171496,0.17524098637964575,0.15271912028082632
ENSG00000006607,0.036444444444444446,0.007303495880650189,3.705998122563501e-5,60.28377681434599,630.1077341670966,0.5407472595564987,0.05287624734814244,0.07411996245127002,0.11513539864145338
ENSG00000006634,0.13350398739785369,0.030068465630147225,1.5664811553267485e-4,61.94429674685888,2522.325546643897,0.434430044100156,0.19369728273326167,0.3132962310653497,0.3424815634435208
ENSG00000006638,0.011869737242568732,0.06087044739778837,3.1757956779492427e-4,36.056790814940044,658.0276754812226,0.012647376462035882,0.01722147701695031,0.6351591355898485,0.017442073486614012
ENSG00000006695,0.039733333333333336,0.020857392825896763,1.1215384363565765e-4,26.732762731824028,246.5147112029731,0.13919303020259385,0.057648006255169935,0.2243076872713153,0.06696972524367176
ENSG00000006704,0.07137777777777778,0.11606142728093947,6.529620749022069e-4,99.64093171452726,929.5687546767331,0.038203187792149644,0.10356006492819117,1.3059241498044138,0.10767353729366612
ENSG00000006715,0.04552222222222222,0.017210670027305187,9.135528480963627e-5,43.08959088660912,98.7159133434709,0.21044091182874777,0.06604694676382304,0.18271056961927254,0.08365041673676198
ENSG00000006744,0.09673498470178968,0.03756698435020958,1.9757352403013877e-4,38.73851399526964,432.2372178470664,0.20586364549490369,0.14035014269754711,0.39514704806027756,0.17673305333693348
ENSG00000006747,0.03317431514867712,0.30158468316979203,0.0021072895878064624,70.13625132687964,4197.8182169416505,0.005277372935813443,0.04813170622152477,4.214579175612925,0.04838706279717408
ENSG00000006757,0.015448648243278714,0.002832016176586382,1.4808892249250053e-5,53.68869202092275,480.27405202031923,0.5948878217842423,0.022414021071202633,0.029617784498500103,0.05532793699246731
ENSG00000006831,0.12262222222222222,0.0426512077294686,2.2414780965345922e-4,88.9848979932036,1643.211291966666,0.23687697286760073,0.1779092273579573,0.4482956193069184,0.23313308736926722
ENSG00000006837,0.042508151248235926,0.023228497949855695,1.2659411025597847e-4,58.437645878021804,226.98719290763984,0.13072935293266358,0.06167391365068827,0.25318822051195694,0.07094903510058452
ENSG00000007001,0.007188888888888889,0.011981481481481482,6.076320141692758e-5,61.63914880686327,1812.2854547197317,0.04151862709861234,0.010430162205563464,0.12152640283385516,0.010881966515416633
ENSG00000007038,0.326192337763878,0.25785955554456763,0.001872832416246697,84.46543952906917,110.02322611001728,0.06274270155556774,0.47326353845135594,3.7456648324933943,0.5049451620561742
ENSG00000007080,0.12162321576029256,0.02113348666555909,1.1530509707183181e-4,66.9139383567126,198.69792620979388,0.605841400139564,0.17645979621451074,0.23061019414366363,0.44768729206210844
ENSG00000007168,0.08424617723330055,0.014401055937316335,7.927082298045447e-5,41.53233794317936,82.46177074181537,0.6134659171126157,0.12223047362716774,0.15854164596090894,0.31622172284036143
ENSG00000007202,0.1905504554637933,0.02348126376633312,1.3936687641084275e-4,60.76681279956694,179.26314564921813,0.9824285089884409,0.2764644424958616,0.2787337528216855,15.733692850196638
ENSG00000007255,0.05237277552294724,0.02567292917791531,1.3639451433276116e-4,58.87728960376902,651.1731453048064,0.1531024624569445,0.07598622712116124,0.27278902866552235,0.08972304647573516
ENSG00000007264,0.07335718932986338,0.6986398983796512,0.00740623927991916,42.787012796488106,180.39623553914748,0.003312010656158284,0.10643193899369921,14.81247855983832,0.10678561408547471
ENSG00000007314,0.012985125248316295,0.05771166777029464,3.370398389829475e-4,60.96386058412292,353.45482842706997,0.013043546376789499,0.018839762958198895,0.674079677965895,0.019088747927060352
ENSG00000007341,0.06843333333333333,0.016178092986603623,8.268733064835999e-5,90.7613992538241,1426.8432601499244,0.41610545956508693,0.0992880510418321,0.16537466129671996,0.17004449291113002
ENSG00000007372,0.001417020921897141,0.010121578013551007,4.977017844547137e-5,64.45599527236307,1385.0316497375534,0.009596933320598447,0.0020559168868095564,0.09954035689094275,0.002075838571161318
ENSG00000007384,0.1528203429139402,0.10053969928548698,6.038629569856887e-4,38.91525142941419,143.6869431299474,0.09463268079664583,0.22172285446862514,1.2077259139713774,0.24489823054770993
ENSG00000007392,0.14980385962140957,0.015860652156845904,1.0891834000326207e-4,47.59714632903276,189.03150634574922,0.9950851943002883,0.21734632138851384,0.21783668000652412,44.22276986479105
ENSG00000007402,0.001888888888888889,9.12506709608159e-4,4.5851279344383635e-6,49.78920711919854,290.51421969992634,0.16656690857123196,0.002740537210117139,0.009170255868876726,0.0032882510165501
ENSG00000007516,0.024061959545830514,0.02313649956329857,1.2183747753419266e-4,53.99626973559347,134.1855322580691,0.07188155117787412,0.034910838785478605,0.24367495506838532,0.03761463725862137
ENSG00000007866,0.06824897531217233,0.22376713217105684,0.0015542587290266014,52.94625760016392,260.20793454262457,0.014901488308631732,0.09902057103284519,3.108517458053203,0.10051844547286086
ENSG00000007923,0.17158691413745988,0.01846013062264227,1.2485878855970765e-4,27.929672847263756,217.2800204600195,0.9933078930636421,0.2489507592156441,0.2497175771194153,37.20065467918721
ENSG00000007944,0.7486948694869487,0.020794191625800547,5.431304511669117e-4,72.07921420445196,2073.754407670527,0.999,1.0862609023338234,1.0862609023338234,1086.2609023338225
ENSG00000007968,0.10064354665713264,0.019909702602795776,1.0188912729520576e-4,63.22288587586206,1680.9075042865843,0.5445799932836297,0.14602096830284067,0.20377825459041152,0.3206292348807167
ENSG00000008018,0.39523020022956257,0.02506215600694753,2.8671434213589625e-4,74.2409510179679,1459.287167968877,0.999,0.5734286842717925,0.5734286842717925,573.428684271792
ENSG00000008056,0.005917420092830902,0.021517891246657823,1.0980228273386036e-4,57.53510456678964,1092.6002543866643,0.018369209888274465,0.008585422915922418,0.21960456546772072,0.00874608152312058
ENSG00000008083,0.18611111111111112,0.07009834693450513,3.7951077798711e-4,44.599593938727814,1825.9797474459247,0.20627446544793088,0.27002351923212986,0.75902155597422,0.3401975966220047
ENSG00000008128,0.11979648473635522,0.006607638430025109,8.690472107502646e-5,65.745661918944,926.3819259836882,0.999,0.17380944215005306,0.17380944215005292,173.80944215005292
ENSG00000008130,0.3076082999635967,0.03906137142394878,2.2586828678000046e-4,60.8539962954603,708.8151426986856,0.9742070335404328,0.4463004664541177,0.4517365735600009,17.303184849006573
ENSG00000008256,0.02738888888888889,0.010433862433862434,5.3031043352822174e-5,59.06899039155007,1344.7904614837207,0.2201421383119651,0.039737789546698515,0.10606208670564435,0.05095516952369296
ENSG00000008277,7.777777777777777e-4,0.00707070707070707,3.4226984072083546e-5,61.445718070087146,1173.173763905745,0.0076373929872853375,0.0011284564982835276,0.0684539681441671,0.0011371412932219334
ENSG00000008282,0.038724727838258165,0.014210909298443363,7.223060516686546e-5,79.7420012134895,3566.3962105181527,0.23084926839360706,0.05618464813715587,0.14446121033373094,0.07304764310606927
ENSG00000008283,0.04271534916696207,0.08629363468073145,4.92561684038448e-4,69.40629969462314,546.6775486411752,0.02999690939384505,0.06197453144216771,0.985123368076896,0.06389106595881032
ENSG00000008294,0.07696666666666667,0.02152913752913753,1.2773558094849092e-4,44.9583749924816,177.8827111048961,0.26846065203126995,0.11166883090871424,0.2554711618969818,0.1526491106989471
ENSG00000008382,0.13161843515541266,0.0343651266724315,1.915702007056186e-4,30.20235181993439,132.30750049289327,0.32004515497061536,0.19096158657218726,0.38314040141123723,0.2808445119086323
ENSG00000008394,0.010366666666666666,0.023295880149812733,1.256108742480711e-4,52.738609520005454,515.9067608818577,0.028493284706474643,0.01504071304140759,0.2512217484961422,0.015481841560779409
ENSG00000008405,0.0265,0.004596704249783174,2.410788117733766e-5,47.1227582416892,161.24862627856965,0.6493688735514197,0.03844812497723162,0.04821576235467532,0.10965405543614794
ENSG00000008441,0.06803333333333333,0.05356955380577428,3.0894353731604235e-4,49.64777707448842,189.20844298596558,0.08104592877451751,0.09870770198557201,0.6178870746320847,0.10741309612344298
ENSG00000008513,0.013455555555555556,0.09279693486590039,5.612727280137109e-4,43.48555662201653,1082.505511537896,0.008065021812663333,0.019522297420305028,1.1225454560274217,0.019681025318796702
