"geneId","chi","betaOrg","betaAdp","fkMean","fkVar","phi","omegaZeta","betaZeta","alphaZeta","totalGbRc","gbLength","likelihood"
"ENSG00000000419",0.123393801965231,0.0180400295270805,0.000101282897888332,73.553298505191,248.781423001318,0.981773672891027,0.200855678774576,0.202565795776664,11.02008526313,2612,21168,5442.87731836412
"ENSG00000000457",0.0543475643526211,0.0229314617521608,0.000112631158860391,113.27713710373,1676.26128317992,0.233724420078063,0.0884648722540095,0.225262317720782,0.115447855278152,2257,41529,1434.34100717732
"ENSG00000000460",0.0607325398369383,0.0133039517715089,6.56273877475612e-05,88.2333402370825,1376.97685001058,0.590250837480986,0.0988580894532244,0.131254775495122,0.241264896907842,3434,56543,3343.16380597164
"ENSG00000000971",0.0362555555555556,0.015901559454191,8.59241353345141e-05,38.183896061605,66.0057135588884,0.197412840296615,0.0590153970822003,0.171848270669028,0.0735314493493901,3263,90000,2040.20556173939
"ENSG00000001036",0.108414464534075,0.0236454666377481,0.000114589658752877,67.0552169065699,1770.97717670739,0.612212123954103,0.176472890178955,0.229179317505755,0.455075831607661,1559,14380,2818.33781327275
"ENSG00000001084",0.0390625,0.0138274336283186,6.29880455335454e-05,70.5744197386209,1404.47531073937,0.325611081256779,0.0635844331495894,0.125976091067091,0.0942845165191686,1765,45184,2267.31537654075
"ENSG00000001167",0.0749372092065714,0.0139159162871999,6.19728394851185e-05,108.867943974822,2553.24211466926,0.966113351069753,0.121979903211828,0.123945678970237,3.59964490625539,1820,24287,4369.71691857624
"ENSG00000001460",0.0316053758676709,0.0241262411203595,0.000111144001999402,75.3461711938719,2707.15061649177,0.123190086585378,0.0514460136710546,0.222288003998803,0.0586740784792279,1712,54168,798.30697786194
"ENSG00000001461",0.0649084624247856,0.103029305436168,0.000560926206912855,74.6783581048516,1095.92665743292,0.0458029179679652,0.10565549542122,1.12185241382571,0.11072712064495,3549,54677,180.16126761949
"ENSG00000001497",0.127562411203572,0.104132580574345,0.000575944861695415,103.767259553275,1754.67320363879,0.0927132105905026,0.207641180353894,1.15188972339083,0.228859477265216,2514,19708,290.561493600753
"ENSG00000001617",0.0270707198782769,0.0552463670985242,0.000271856036098433,116.007823915025,1621.27629172341,0.0390864473324497,0.0440646752873359,0.543712072196866,0.0458570650450395,854,31547,207.537519941061
"ENSG00000001629",0.0522777777777778,0.0419901829540384,0.000180211428222645,76.7867847663691,2342.51645199287,0.126068183582695,0.0850957533777972,0.360422856445291,0.0973711584579314,4705,90000,689.262875703838
"ENSG00000002016",0.0365471926905615,0.0353112972855666,0.000174207157674088,115.281483627686,2509.75402540818,0.087266551525663,0.0594901127792171,0.348414315348176,0.0651779694046019,1296,35461,495.738705291447
"ENSG00000002330",0.0397501419647927,0.0679489606235773,0.000269847350031332,95.6092298287028,2399.07788851919,0.0592836682302609,0.0647037502578446,0.539694700062663,0.0687813616843661,490,12327,284.287104074724
"ENSG00000002549",0.0749624651462072,0.0185321298260092,9.40157086660281e-05,65.0900240379318,1483.66885418312,0.467041908365214,0.122021013857726,0.188031417332056,0.228950485550264,2097,27974,2590.57686996619
"ENSG00000002834",0.171868649922783,0.0309952479572197,0.000153194245319489,83.1060042254777,1819.24538641221,0.82988375811245,0.27976116944705,0.306388490638979,1.64452944846957,8458,49212,2990.72417639702
"ENSG00000002919",0.0385323917715689,0.0308259134172551,0.000100569917361603,111.001513752146,2066.0986072021,0.17536617786424,0.0627215433905437,0.201139834723205,0.0760598725239017,502,13028,1146.14122530531
"ENSG00000003056",0.0716074848975984,0.0321109797747078,0.000164081728377336,81.0092670105727,1823.68890703941,0.205866518707086,0.116559906213928,0.328163456754673,0.146776214527763,486,6787,1120.25568716757
"ENSG00000003147",0.0275777777777778,0.0338377641445126,0.000126188728406721,107.492979980556,3308.98691163268,0.0913373901554927,0.0448900446086488,0.252377456813442,0.0494023239454417,2482,90000,563.428111102179
"ENSG00000003249",0.0621306500559016,0.497045200447213,0.000771345914716764,118.995785181424,2051.32408930488,0.0313104374106532,0.101133879424512,1.54269182943353,0.104402776008216,778,12522,76.6086057594487
"ENSG00000003393",0.028208113190651,0.0280677743190558,0.00014199787514928,102.379614665022,2487.79916012996,0.0821314357846361,0.0459160803186433,0.28399575029856,0.0500246790322255,2205,78169,508.354039585047
"ENSG00000003400",0.0703938950831658,0.119311686581637,0.000688829956791573,65.3376704951654,393.327815116862,0.0401674724083838,0.114584471451002,1.37765991358315,0.119379650258899,3081,43768,188.622671619338
"ENSG00000003402",0.189935857212578,0.513340154628588,0.00237032608783836,98.1641812758764,2665.81662638288,0.0311414616426218,0.309170273680464,4.74065217567672,0.319107755611709,10897,57372,-22.0538923553002
"ENSG00000003436",0.129007616180964,0.307160990907057,0.00195951535775865,97.5402346292235,2491.28295736402,0.0254018102864551,0.209993629359268,3.9190307155173,0.215466878120294,11315,87708,-4.2088472279149
"ENSG00000003509",0.0492800332692208,0.0355812514579211,0.000180588321859541,99.3903668266359,968.295325797457,0.117474272454611,0.0802161403140176,0.361176643719083,0.0908938264464273,948,19237,750.430811238729
"ENSG00000004142",0.121898597626753,0.0187392156228675,0.000100696203269833,74.8502153766472,1309.16016293097,0.968473261452836,0.198421842734771,0.201392406539666,6.29376370276714,1017,8343,4161.54922088743
"ENSG00000004399",0.0578367346938776,0.0903698979591837,0.000477928267697904,86.9130241514803,3204.16637557576,0.0480329611869272,0.094144409362775,0.955856535395808,0.0988946103429754,2834,49000,152.630427735549
"ENSG00000004455",0.134965064697629,0.14058860906003,0.00106274132149999,67.4024821775533,63.7994904460647,0.0505652748271058,0.219690934625188,2.12548264299999,0.23139129926513,9523,70559,294.94067584099
"ENSG00000004478",0.0917605366409315,0.0557814812406879,0.000279627152670514,84.0434764096456,2904.81555413561,0.145646548013041,0.149364267720084,0.559254305341027,0.174827253723513,725,7901,605.834937431744
"ENSG00000004487",0.12095820029498,0.02118357273117,0.000108569759165795,85.0826187188805,1613.03297362609,0.818805815585122,0.196891100174101,0.21713951833159,1.08663035080244,7463,61699,3409.68428985232
"ENSG00000004660",0.0524122879534407,0.156454590905793,0.000784303076705009,140.860129021074,1128.28457001268,0.0257966782337254,0.0853147038615701,1.56860615341002,0.0875738174520804,1585,30241,81.6259564589581
"ENSG00000004700",0.0378627269113555,0.0187904351917397,9.44934501567692e-05,71.0784889642629,758.70690099515,0.185224121047924,0.0616314887207999,0.188986900313538,0.0756422598077734,1143,30188,1413.08746028446
"ENSG00000004766",0.0321111111111111,0.0988034188034188,0.000503374202352661,90.483509756764,3133.46697303759,0.0245875660683658,0.0522692300237692,1.00674840470532,0.0535867989841851,2890,90000,76.3282315468016
"ENSG00000004777",0.046888082612336,0.05861010326542,0.000277095973834442,73.9366018595075,1222.32751192831,0.0689022054122444,0.0763226151520386,0.554191947668884,0.0819705680710269,504,10749,375.060901160854
"ENSG00000004779",0.16886667187378,0.0987524396922688,0.000538550431551656,85.6338202902102,1984.07223269402,0.13804526184157,0.274874665189171,1.07710086310331,0.318896866645738,2162,12803,419.175384710232
"ENSG00000004864",0.0784444444444444,0.0788386376326075,0.000280173065924391,109.539044133427,2271.68584501879,0.121001482162406,0.127688845663602,0.560346131848783,0.145266280969082,7060,90000,539.347594843573
"ENSG00000004866",0.0686111111111111,0.0714699074074074,0.000121218358361473,106.090133445106,2101.92403789941,0.287797449188315,0.111682524358746,0.242436716722947,0.156812867675723,6175,90000,1584.29998287531
"ENSG00000004897",0.15701210681805,0.0765912716185611,0.000393274132416114,103.353039908664,1853.27738384155,0.184403759815977,0.255578260727002,0.786548264832229,0.313363706371839,10842,69052,668.182438253645
"ENSG00000004961",0.112131360051853,0.0276526165355987,0.000146987816428899,69.5479164743226,854.798056298143,0.4371592545101,0.182523109560053,0.293975632857798,0.324289083586484,1038,9257,2317.59782396576
"ENSG00000004975",0.114224467922217,0.0199693125738142,0.000103648902437493,55.1513862956268,2190.27228566676,0.801952882336803,0.18593018994298,0.207297804874987,0.938817954721138,746,6531,3373.68669291823
"ENSG00000005007",0.310449970396684,0.0770347321083584,0.000420983828861114,70.9269778672131,1828.96585981809,0.415908224503189,0.505338505957888,0.841967657722229,0.865169699621368,10487,33780,1215.79463650382
"ENSG00000005020",0.00684444444444444,0.00353718059144416,1.76221213908807e-05,61.9847061561536,1190.62662703258,0.178301454769478,0.0111411230777307,0.0352442427817614,0.0135586501185847,616,90000,1945.73440699784
"ENSG00000005059",0.00676666666666667,0.00861995753715499,4.39613395318958e-05,75.1596882448812,657.421626068251,0.0621652697598749,0.0110145194063929,0.0879226790637916,0.0117446273327633,609,90000,667.349021296038
"ENSG00000005156",0.160353346309328,0.195552861352839,0.000710176075867486,83.8895457485351,1895.32461154971,0.0947380513040981,0.261017001695191,1.42035215173497,0.288333119569652,4284,26716,243.726310584465
"ENSG00000005175",0.0776917430323696,0.0154918729875114,8.01730720383078e-05,42.6638627701363,686.944729269439,0.637335407292648,0.12646362729259,0.160346144076616,0.348706848795239,3281,42231,3690.01189660628
"ENSG00000005187",0.139652397811394,0.344820735336774,0.00226622554374049,71.9852197082105,554.12604223395,0.0237259341896695,0.227320794952152,4.53245108748099,0.232845266419599,4339,31070,29.9664851541187
"ENSG00000005189",0.0486030626587429,0.0157546394355731,7.92865143295808e-05,109.11237586361,1826.5805978961,0.320485132646268,0.0791141936253477,0.158573028659162,0.116427465278936,1971,40553,2013.89570547038
