"geneId","beta1","beta2","lfc","fkMean1","fkMean2","fkVar1","fkVar2","tStats","p","padj"
"ENSG00000000419",9.28950677588933e-05,7.02887144547079e-05,-0.402308930102214,73.5500222405633,58.2052682436099,249.842471043524,434.96236145903,33.7672328011158,2.07036078469117e-16,3.35457731498156e-16
"ENSG00000000457",0.000112843860609822,2.87933802476216e-05,-1.97051885772456,113.277843329788,75.623731180867,1676.14628017161,1607.92012243096,327.737452276911,1.4402402163004e-144,1.20545105603892e-143
"ENSG00000000460",6.55755091862869e-05,2.87520733199468e-05,-1.18949111194891,88.2336414173152,62.1676141638457,1377.00088690536,235.15867275253,240.695795259189,1.06399009912386e-106,6.08481170566566e-106
"ENSG00000000971",8.61162622506045e-05,2.43730849353254e-05,-1.82099683627261,38.1836273309047,37.1493513063908,65.9981350710664,59.1274614418617,295.718658752632,1.21975549279613e-130,8.94227681078182e-130
"ENSG00000001036",0.000114469427172423,3.33707279359752e-05,-1.77830726822104,67.0566721671887,43.5807760471716,1771.13795622009,315.738417733251,537.280482257693,1.11679286011676e-235,1.99409569578625e-234
"ENSG00000001084",6.30612218576041e-05,3.48287429246416e-05,-0.856474720962286,70.5735299103913,48.0013448046649,1404.39020628883,435.016728709636,48.3866616793484,7.77364569383867e-23,1.43095631500558e-22
"ENSG00000001167",5.90585370252917e-05,3.01105381457402e-05,-0.971877126416247,108.871849595564,62.0420550186859,2553.98877733088,1434.41690727676,211.777068038078,4.11011695885238e-94,2.03982642151815e-93
"ENSG00000001460",0.000111543798219752,7.30488491145843e-05,-0.610676854033767,75.3439112518766,59.1428519642428,2706.91485760412,1963.98801452733,13.0901025233425,3.10994209780912e-07,4.06513498550452e-07
"ENSG00000001461",0.000566412260986016,0.000182584718855728,-1.633286469166,74.6506042147904,40.7598440004907,1093.52973048203,112.139803399218,59.298953656597,1.28264197022064e-27,2.56944109467037e-27
"ENSG00000001497",0.000578859826195022,0.000239147052334996,-1.27531602553368,103.767906229449,67.0505214888206,1754.08499669148,1308.11376065226,49.13940937295,3.63432617772878e-23,6.71460354979324e-23
"ENSG00000001617",0.000274788852571259,7.04682983716533e-05,-1.96327719694314,116.013390436137,92.1524304297066,1620.43100820131,1293.62739319682,57.2813248124642,9.81168807283316e-27,1.9270817322223e-26
"ENSG00000001629",0.000180853642750821,0.00010838870731996,-0.738608202381609,76.7843352144436,68.299007960487,2342.23776483755,1565.38279768047,22.5278928713001,1.91500633928164e-11,2.80581253394018e-11
"ENSG00000002016",0.000175079924807274,0.000223277794954835,0.350826112344148,115.282954874001,112.94732984477,2509.46406549283,2600.47256762134,3.27760763254628,0.0104577186886766,0.0117030319865622
"ENSG00000002330",0.000271813139067432,0.000200383770983363,-0.439849525792911,95.6072296625671,80.3851192236269,2398.56142038968,3133.14045907629,4.90999189145668,0.00172625864243356,0.00200035883933568
"ENSG00000002549",9.40381107841245e-05,6.55684622432867e-05,-0.520243495507127,65.0899050279375,49.3640798941319,1483.6578345881,529.964853088713,27.3855123807589,1.35422688372818e-13,2.07577508789697e-13
"ENSG00000002834",0.000152135617716719,0.00021054076149321,0.468741617816745,83.1153146063073,50.9040894002578,1820.23200275604,1111.68538595939,34.3090883816512,1.19497579103069e-16,1.9483828086306e-16
"ENSG00000002919",0.000100827564362062,6.78881931023907e-05,-0.570657505995193,111.001270812417,82.811732662918,2065.97826609818,826.005775435207,13.7740467451686,1.53236341707411e-07,2.01838489026146e-07
"ENSG00000003056",0.000164442073113475,8.00597801697462e-05,-1.03842990566414,81.0075013610564,50.7548853800413,1823.50568665786,361.397362712689,80.3332412897125,8.0915506238747e-37,1.88834183162455e-36
"ENSG00000003147",0.000126788848557838,1.15101549302357e-05,-3.46144870406486,107.492985090176,62.4071017294202,3308.83727114452,1699.07265088938,721.519739466932,9.33166374947556e-316,2.90619838113608e-314
"ENSG00000003249",0.000782657050325249,0.000294476983579996,-1.41022539970166,119.013357932281,140.639624754678,2048.1672306016,3437.6086584216,16.7709010489855,6.97487298743433e-09,9.58493320575249e-09
"ENSG00000003393",0.00014274610144352,8.75032217643766e-05,-0.706043303154847,102.376763419325,75.1868832295472,2487.56158067535,1986.89075467816,17.1360136720186,4.79220504955963e-09,6.61717951077705e-09
"ENSG00000003400",0.000696418533613914,0.00026401117685332,-1.39935559054156,65.3148618154245,63.1371249871503,391.977244879074,260.864839697473,40.3496657777339,2.62811038061151e-19,4.5237504087861e-19
"ENSG00000003402",0.00240898858163355,0.000817426287016381,-1.55926701156561,98.1387995715666,90.7732808374705,2662.18694872532,2359.18639008823,37.2378904111612,6.13867646768293e-18,1.02758886287151e-17
"ENSG00000003436",0.00199762565027601,0.000295385565781203,-2.75761501660032,97.5477093583755,74.2123069889889,2488.5775737184,2594.63291467283,137.490499180376,9.31876493941227e-62,3.10689943104471e-61
"ENSG00000003509",0.000181276371973205,9.86782555547608e-05,-0.877386775916166,99.3891557875985,66.3524595223526,967.855028356176,1113.11218804632,34.5744228243552,9.13057908222016e-17,1.49174873781291e-16
"ENSG00000004142",9.555983272312e-05,0.000101014140597527,0.0800810311990607,74.8748683823371,52.6843427113353,1312.3839176167,1198.18694295732,3.97511681112974,0.00480811693995946,0.00546361470974039
"ENSG00000004399",0.000482331020898922,0.00043219801250423,-0.158331161486475,86.9045901904057,43.6571508320363,3203.39161238691,283.134486809656,0.341486141686858,0.408565104221368,0.420174147244169
"ENSG00000004455",0.00107286291653357,0.000562894401224056,-0.930529545893225,67.3883032358759,56.181702803975,63.1501681918016,277.12641205623,23.9007660821763,4.71623317861802e-12,7.01238593452919e-12
"ENSG00000004478",0.000280514240323704,0.000753061343492523,1.42469337872654,84.0424710288337,86.7236012308787,2904.57714075551,3707.34798898133,107.885657053262,7.56497895370418e-49,2.1320451032274e-48
"ENSG00000004487",0.000107894612228207,4.17270161194881e-05,-1.3705691620046,85.0908785380395,76.1226656659567,1613.84297492493,1699.41204053857,338.184310426906,4.11745356653202e-149,3.65162686612415e-148
"ENSG00000004660",0.000797902174613073,0.000288293984341297,-1.46867114492265,140.908578675657,116.766489866257,1125.21263891216,2985.94029422576,26.2296664985688,4.39250553613577e-13,6.66046083843196e-13
"ENSG00000004700",9.47226392517831e-05,3.67619565671269e-05,-1.36549572660096,71.0761676010247,53.1123352259723,758.504313687572,573.776258993777,128.393124197026,8.61100252654486e-58,2.73367859742347e-57
"ENSG00000004766",0.000512253202726326,0.000425765461451712,-0.266798177753517,90.4651912589292,21.8409264511414,3131.76117007332,145.934980066076,31.5454774725761,1.97378409374176e-15,3.13736007778735e-15
"ENSG00000004777",0.000278848874520004,0.000187171246632769,-0.575124623832189,73.9285125219033,65.478682246726,1221.60943773096,1343.43922978274,5.38906916603526,0.00102705928328299,0.0012000031032687
"ENSG00000004779",0.000540411487540881,0.000205345610401587,-1.39600423471559,85.6271945604785,49.6992418862249,1983.46229040074,73.3284661840385,96.7566952887269,5.43838211711639e-44,1.42615536263153e-43
"ENSG00000004864",0.000281235719169665,0.000173436416860008,-0.697372983272579,109.54161560082,95.6991914660684,2271.25688211362,1601.44453930854,12.9806352719922,3.48335837103928e-07,4.54510953415079e-07
"ENSG00000004866",0.000121393387555232,0.000146611423656176,0.272307681249749,106.090682639157,127.400124662572,2101.84057189387,2767.99847214904,4.38939307728015,0.00304753930425168,0.00349414644829656
"ENSG00000004897",0.000394289160502462,0.000103104811392319,-1.93514239178769,103.350974748773,75.273175106307,1852.90055432447,2013.42558630448,328.469555575693,6.91836469493495e-145,5.80261590018813e-144
"ENSG00000004961",0.000147054344268377,6.37456180724197e-05,-1.20595132642493,69.5469158170612,52.9142439292772,854.709929363788,547.046952839397,182.8253131157,1.65654235598915e-81,6.99071314620422e-81
"ENSG00000004975",0.00010308889185783,0.000353373033951742,1.77730306511586,55.1637685164974,72.3494424942479,2191.6954707471,2153.69237565833,297.058158237708,3.18828732769179e-131,2.36327386328446e-130
"ENSG00000005007",0.000421239323922268,0.000117941498470516,-1.83656869332953,70.9261658111706,30.0646855830395,1828.87577712463,425.323970201357,485.570387379681,3.36754259318081e-213,5.17365291323286e-212
