"geneId","chi","betaOrg","betaAdp","fkMean","fkVar","totalGbRc","gbLength","likelihood"
"ENSG00000000419",0.123393801965231,0.0180400295270805,9.28950677588933e-05,73.5500222405633,249.842471043524,2612,21168,5452.19180223648
"ENSG00000000457",0.0543475643526211,0.0229314617521608,0.000112843860609822,113.277843329788,1676.14628017161,2257,41529,1434.26771465094
"ENSG00000000460",0.0607325398369383,0.0133039517715089,6.55755091862869e-05,88.2336414173152,1377.00088690536,3434,56543,3343.20236763048
"ENSG00000000971",0.0362555555555556,0.015901559454191,8.61162622506045e-05,38.1836273309047,65.9981350710664,3263,90000,2040.19087889383
"ENSG00000001036",0.108414464534075,0.0236454666377481,0.000114469427172423,67.0566721671887,1771.13795622009,1559,14380,2818.42040754778
"ENSG00000001084",0.0390625,0.0138274336283186,6.30612218576041e-05,70.5735299103913,1404.39020628883,1765,45184,2267.28200666026
"ENSG00000001167",0.0749372092065714,0.0139159162871999,5.90585370252917e-05,108.871849595564,2553.98877733088,1820,24287,4374.43798142101
"ENSG00000001460",0.0316053758676709,0.0241262411203595,0.000111543798219752,75.3439112518766,2706.91485760412,1712,54168,798.222698115726
"ENSG00000001461",0.0649084624247856,0.103029305436168,0.000566412260986016,74.6506042147904,1093.52973048203,3549,54677,179.997903958844
"ENSG00000001497",0.127562411203572,0.104132580574345,0.000578859826195022,103.767906229449,1754.08499669148,2514,19708,290.340857064636
"ENSG00000001617",0.0270707198782769,0.0552463670985242,0.000274788852571259,116.013390436137,1620.43100820131,854,31547,207.397228787854
"ENSG00000001629",0.0522777777777778,0.0419901829540384,0.000180853642750821,76.7843352144436,2342.23776483755,4705,90000,689.15186558398
"ENSG00000002016",0.0365471926905615,0.0353112972855666,0.000175079924807274,115.282954874001,2509.46406549283,1296,35461,495.618062879726
"ENSG00000002330",0.0397501419647927,0.0679489606235773,0.000271813139067432,95.6072296625671,2398.56142038968,490,12327,284.140751247208
"ENSG00000002549",0.0749624651462072,0.0185321298260092,9.40381107841245e-05,65.0899050279375,1483.6578345881,2097,27974,2590.56603916007
"ENSG00000002834",0.171868649922783,0.0309952479572197,0.000152135617716719,83.1153146063073,1820.23200275604,8458,49212,2991.58015068636
"ENSG00000002919",0.0385323917715689,0.0308259134172551,0.000100827564362062,111.001270812417,2065.97826609818,502,13028,1146.06377093677
"ENSG00000003056",0.0716074848975984,0.0321109797747078,0.000164442073113475,81.0075013610564,1823.50568665786,486,6787,1120.16340576577
"ENSG00000003147",0.0275777777777778,0.0338377641445126,0.000126788848557838,107.492985090176,3308.83727114452,2482,90000,563.33018868702
"ENSG00000003249",0.0621306500559016,0.497045200447213,0.000782657050325249,119.013357932281,2048.1672306016,778,12522,76.3584273457693
"ENSG00000003393",0.028208113190651,0.0280677743190558,0.00014274610144352,102.376763419325,2487.56158067535,2205,78169,508.252862046903
"ENSG00000003400",0.0703938950831658,0.119311686581637,0.000696418533613914,65.3148618154245,391.977244879074,3081,43768,188.499599423401
"ENSG00000003402",0.189935857212578,0.513340154628588,0.00240898858163355,98.1387995715666,2662.18694872532,10897,57372,-22.2093075798077
"ENSG00000003436",0.129007616180964,0.307160990907057,0.00199762565027601,97.5477093583755,2488.5775737184,11315,87708,-4.40886819405315
"ENSG00000003509",0.0492800332692208,0.0355812514579211,0.000181276371973205,99.3891557875985,967.855028356176,948,19237,750.346296096122
"ENSG00000004142",0.121898597626753,0.0187392156228675,9.555983272312e-05,74.8748683823371,1312.3839176167,1017,8343,4168.01480292052
"ENSG00000004399",0.0578367346938776,0.0903698979591837,0.000482331020898922,86.9045901904057,3203.39161238691,2834,49000,152.429448070997
"ENSG00000004455",0.134965064697629,0.14058860906003,0.00107286291653357,67.3883032358759,63.1501681918016,9523,70559,294.957862135651
"ENSG00000004478",0.0917605366409315,0.0557814812406879,0.000280514240323704,84.0424710288337,2904.57714075551,725,7901,605.684029341544
"ENSG00000004487",0.12095820029498,0.02118357273117,0.000107894612228207,85.0908785380395,1613.84297492493,7463,61699,3410.27957246311
"ENSG00000004660",0.0524122879534407,0.156454590905793,0.000797902174613073,140.908578675657,1125.21263891216,1585,30241,81.4196165277149
"ENSG00000004700",0.0378627269113555,0.0187904351917397,9.47226392517831e-05,71.0761676010247,758.504313687572,1143,30188,1413.04078255633
"ENSG00000004766",0.0321111111111111,0.0988034188034188,0.000512253202726326,90.4651912589292,3131.76117007332,2890,90000,76.1278072666646
"ENSG00000004777",0.046888082612336,0.05861010326542,0.000278848874520004,73.9285125219033,1221.60943773096,504,10749,374.937485927143
"ENSG00000004779",0.16886667187378,0.0987524396922688,0.000540411487540881,85.6271945604785,1983.46229040074,2162,12803,418.998761191841
"ENSG00000004864",0.0784444444444444,0.0788386376326075,0.000281235719169665,109.54161560082,2271.25688211362,7060,90000,539.186237822545
"ENSG00000004866",0.0686111111111111,0.0714699074074074,0.000121393387555232,106.090682639157,2101.84057189387,6175,90000,1584.22650452711
"ENSG00000004897",0.15701210681805,0.0765912716185611,0.000394289160502462,103.350974748773,1852.90055432447,10842,69052,668.005498194382
"ENSG00000004961",0.112131360051853,0.0276526165355987,0.000147054344268377,69.5469158170612,854.709929363788,1038,9257,2317.5767525096
"ENSG00000004975",0.114224467922217,0.0199693125738142,0.00010308889185783,55.1637685164974,2191.6954707471,746,6531,3374.20109407284
"ENSG00000005007",0.310449970396684,0.0770347321083584,0.000421239323922268,70.9261658111706,1828.87577712463,10487,33780,1215.73908156561
"ENSG00000005020",0.00684444444444444,0.00353718059144416,1.76656913507509e-05,61.9843542929472,1190.5942003377,616,90000,1945.71879002155
"ENSG00000005059",0.00676666666666667,0.00861995753715499,4.42563540300114e-05,75.1534545353817,656.923862312065,609,90000,667.325032757547
"ENSG00000005156",0.160353346309328,0.195552861352839,0.000713714560693648,83.8899755210264,1894.69662865777,4284,26716,243.520133257714
"ENSG00000005175",0.0776917430323696,0.0154918729875114,8.00653692302203e-05,42.6647360623234,687.011484932263,3281,42231,3690.07208901507
"ENSG00000005187",0.139652397811394,0.344820735336774,0.00231392028721914,71.9835505552996,551.539158135252,4339,31070,29.7169772520235
"ENSG00000005189",0.0486030626587429,0.0157546394355731,7.93815346872832e-05,109.112393010493,1826.53840183374,1971,40553,2013.8485008782
"ENSG00000005194",0.0668868207745422,0.0406606813219101,0.000212059113307676,79.8509428820755,3115.09793607103,1114,16655,667.092320357925
"ENSG00000005238",0.0637393767705382,0.144862219933041,0.00086365263983844,125.619790742044,2669.39197305053,315,4942,57.1663460239833
"ENSG00000005249",0.130844444444444,0.0365998445998446,0.000189557249086501,71.0837169445391,964.505017299157,11776,90000,1882.68333920907
"ENSG00000005302",0.0552105370913806,0.104170824700718,0.000577248353504804,86.5539597615638,2701.8452624206,809,14653,110.188158531941
"ENSG00000005339",0.0747333333333333,0.0586143790849673,0.000340953674623301,49.1010999369645,552.103832093494,6726,90000,531.994079173161
"ENSG00000005379",0.170376542475102,0.0254863937883474,0.000131817585480223,93.5567699088909,5613.38657502369,4294,25203,3104.25855403491
"ENSG00000005436",0.064766563862597,0.0131106404580156,5.64834085337465e-05,89.0084521201328,1421.92084890369,3654,56418,4292.77195142037
"ENSG00000005469",0.0132648114030835,0.0112892011941136,5.90886819168499e-05,38.9316830384339,839.628745683686,684,51565,908.712318218101
"ENSG00000005483",0.177288888888889,0.0530011625975751,0.000277496951449668,86.5753858002811,1543.99121488294,15956,90000,1351.66789352042
"ENSG00000005486",0.100202839756592,0.0241743883610597,0.000124673674718486,84.6530890886711,899.227673931307,741,7395,2549.84033530654
"ENSG00000005700",0.078951914005926,0.0552111286754728,0.000216335532683009,92.0637539685377,2154.08901132155,5942,75261,808.931232267037
"ENSG00000005801",0.199218854498275,0.111607201399594,0.000631627798003039,93.1888904557848,1835.37955465833,7447,37381,382.19512441982
"ENSG00000005810",0.0285888888888889,0.0197846981930027,9.83885813173395e-05,87.0505237040911,1294.24653859316,2573,90000,939.596915482634
"ENSG00000005812",0.0749321774922823,0.0398575412192991,0.000171558322284624,81.0159918851954,1649.08183323751,2403,32069,1123.88173820052
"ENSG00000005889",0.0951600056224523,0.0849642907343324,0.000312807738279248,95.1161289728549,2291.88096576189,6093,64029,553.897372930893
"ENSG00000005893",0.0537988689451684,0.0371026682380472,0.000195259765336799,87.8030241642178,1219.40827060032,2188,40670,709.707919595359
"ENSG00000005961",0.0459266253034799,0.367413002427839,0.00191481673987257,70.2963201218085,1069.37525700502,681,14828,8.78919225941081
"ENSG00000006007",0.0483582756310029,0.0267172793541452,0.000136027676560941,92.1436894023627,1611.6149019234,866,17908,997.501226904403
"ENSG00000006016",0.0710429822774496,0.676599831213806,0.000179577892112348,75.3723622464737,4435.48853113424,1395,19636,863.281611921538
"ENSG00000006025",0.043744752308984,0.0399495454876567,0.000210741840328329,90.6179481986992,1204.27884962566,521,11910,519.851146907212
"ENSG00000006042",0.120513710517182,0.156511312359976,0.000970453357767937,45.8556971488151,401.255890206512,1736,14405,190.296865811781
"ENSG00000006194",0.139362875494712,0.0660487561586314,0.000350041083458777,90.3495085412486,2347.72264546704,2148,15413,677.57745459132
"ENSG00000006451",0.0456644933276461,0.0404110560421647,0.000207054591623674,108.590914405884,2936.92721078571,3747,82055,472.235232930059
"ENSG00000006453",0.0429222222222222,0.0191190299430834,9.52511770644612e-05,106.643012053174,1673.05216324582,3863,90000,1416.97222088386
"ENSG00000006459",0.0436241610738255,0.0274365792917142,0.000139044733962758,93.9940183110573,3200.20919623389,3913,89698,787.026132352785
"ENSG00000006468",0.0392777777777778,0.0569243156199678,0.000227943588400478,79.2406101306273,2222.82912285506,3535,90000,373.560694871398
"ENSG00000006530",0.0689111111111111,0.0151619606405085,7.77012719016796e-05,87.8843315743898,1123.79629408865,6202,90000,3136.30181033659
"ENSG00000006576",0.0607777777777778,0.0231094212082805,0.00011808758155794,76.6560203731676,3405.62160246007,5470,90000,1378.41956183045
"ENSG00000006607",0.0400222222222222,0.0163356009070295,8.35173538020304e-05,80.0034466642058,864.772086988267,3602,90000,1722.11095065128
"ENSG00000006634",0.192281185389387,0.0604657815689895,0.000313907939119991,94.2514566128394,2718.94802020486,5859,30471,1073.00419776764
"ENSG00000006638",0.0716242264380643,0.251313075221278,0.00120707112889747,97.5047433835586,2859.20492327018,706,9857,22.7970310030463
"ENSG00000006695",0.0404111111111111,0.0538814814814815,0.00027872638991506,65.7530517042965,2020.03253528877,3637,90000,295.50666606148
"ENSG00000006704",0.0850777777777778,0.283592592592593,0.0016894523329287,102.495019861882,2618.21996515748,7657,90000,4.02307327103352
"ENSG00000006715",0.0285888888888889,0.0635308641975309,0.000386775791682596,59.4924651604265,259.819026217282,2573,90000,196.503785924931
"ENSG00000006744",0.154616706483926,0.0807397945085778,0.000392581628029196,66.6603350463845,1775.95730831999,3689,23859,686.537171651452
"ENSG00000006757",0.0296224080392966,0.0116623653698018,5.84442721830279e-05,83.4401661140222,1448.17088147441,790,26669,1877.99146755566
